make,model,year,trim,fuel_type,drivetrain,city_fuel_economy,hwy_fuel_economy,comb_fuel_economy,transmission_type,min_price,med_price,image,expert_score,consumer_score,make_id,model_id,trim_id,fuel_type_id,drivetrain_id,image_id
buick,regal-tourx,2020,Regal TourX Essence Wagon 4D,Gas,AWD,21,29,24,Automatic,22774,21358,https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/13465/2020-Buick-Regal%20TourX-360SpinFrame_13465_032_2400x1800_nologo.png?downsize=750:*,0.0,0.0,4,98,875,1,1,748
buick,cascada,2019,Cascada Premium Convertible 2D,Gas,FWD,21,29,24,Automatic,19921,20914,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12743/2019-Buick-Cascada-front_12743_032_1804x743_GAZ_cropped.png?downsize=750:*,4.0,4.7,4,99,876,1,2,749
buick,cascada,2019,Cascada 1SV Convertible 2D,Gas,FWD,21,29,24,Automatic,20914,20914,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12743/2019-Buick-Cascada-front_12743_032_1804x743_GAZ_cropped.png?downsize=750:*,4.0,4.7,4,99,877,1,2,749
buick,cascada,2019,Cascada Sport Touring Convertible 2D,Gas,FWD,21,29,24,Automatic,21520,20914,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12743/2019-Buick-Cascada-front_12743_032_1804x743_GAZ_cropped.png?downsize=750:*,4.0,4.7,4,99,878,1,2,749
buick,lacrosse,2019,LaCrosse Sedan 4D,Gas,FWD,25,35,29,Automatic,18364,21895,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12311/2019-Buick-LaCrosse-front_12311_032_1797x730_GAN_cropped.png?downsize=750:*,3.9,4.5,4,100,879,1,2,750
buick,lacrosse,2019,LaCrosse Preferred Sedan 4D,Gas,FWD,20,30,24,Automatic,20704,21895,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12311/2019-Buick-LaCrosse-front_12311_032_1797x730_GAN_cropped.png?downsize=750:*,3.9,4.5,4,100,880,1,2,750
buick,lacrosse,2019,LaCrosse Essence Sedan 4D,Gas,FWD,20,30,24,Automatic,21876,21895,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12311/2019-Buick-LaCrosse-front_12311_032_1797x730_GAN_cropped.png?downsize=750:*,3.9,4.5,4,100,881,1,2,750
buick,lacrosse,2019,LaCrosse Sport Touring Sedan 4D,Gas,FWD,20,30,24,Automatic,21914,21895,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12311/2019-Buick-LaCrosse-front_12311_032_1797x730_GAN_cropped.png?downsize=750:*,3.9,4.5,4,100,882,1,2,750
buick,lacrosse,2019,LaCrosse Premium Sedan 4D,Gas,FWD,20,30,24,Automatic,25626,21895,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12311/2019-Buick-LaCrosse-front_12311_032_1797x730_GAN_cropped.png?downsize=750:*,3.9,4.5,4,100,883,1,2,750
buick,lacrosse,2019,LaCrosse Avenir Sedan 4D,Gas,FWD,20,30,24,Automatic,26246,21895,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12311/2019-Buick-LaCrosse-front_12311_032_1797x730_GAN_cropped.png?downsize=750:*,3.9,4.5,4,100,884,1,2,750
buick,encore,2019,D,Gas,FWD,26,31,28,Automatic,11920,12069,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12941/2019-Buick-Encore-front_12941_032_1845x945_GYM_cropped.png?downsize=750:*,0.0,4.0,4,96,52,1,2,751
buick,encore,2019,D,Gas,FWD,26,31,28,Automatic,12018,12069,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12941/2019-Buick-Encore-front_12941_032_1845x945_GYM_cropped.png?downsize=750:*,0.0,4.0,4,96,52,1,2,751
buick,encore,2019,D,Gas,FWD,26,31,28,Automatic,12120,12069,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12941/2019-Buick-Encore-front_12941_032_1845x945_GYM_cropped.png?downsize=750:*,0.0,4.0,4,96,52,1,2,751
buick,encore,2019,D,Gas,FWD,26,31,28,Automatic,12261,12069,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12941/2019-Buick-Encore-front_12941_032_1845x945_GYM_cropped.png?downsize=750:*,0.0,4.0,4,96,52,1,2,751
buick,regal-sportback,2019,Regal Sportback Sedan 4D,Gas,FWD,22,32,26,Automatic,13542,18702,https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/12612/2019-Buick-Regal%20Sportback-360SpinFrame_12612_032_2400x1800_nologo.png?downsize=750:*,0.0,0.0,4,97,868,1,2,752
buick,regal-sportback,2019,Regal Sportback Preferred Sedan 4D,Gas,FWD,22,32,26,Automatic,15850,18702,https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/12612/2019-Buick-Regal%20Sportback-360SpinFrame_12612_032_2400x1800_nologo.png?downsize=750:*,0.0,0.0,4,97,869,1,2,752
buick,regal-sportback,2019,Regal Sportback Preferred ll Sedan 4D,Gas,FWD,22,32,26,Automatic,17942,18702,https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/12612/2019-Buick-Regal%20Sportback-360SpinFrame_12612_032_2400x1800_nologo.png?downsize=750:*,0.0,0.0,4,97,885,1,2,752
buick,regal-sportback,2019,Regal Sportback Essence Sedan 4D,Gas,FWD,22,32,26,Automatic,19462,18702,https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/12612/2019-Buick-Regal%20Sportback-360SpinFrame_12612_032_2400x1800_nologo.png?downsize=750:*,0.0,0.0,4,97,870,1,2,752
buick,regal-sportback,2019,Regal Sportback Avenir Sedan 4D,Gas,FWD,22,32,26,Automatic,19861,18702,https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/12612/2019-Buick-Regal%20Sportback-360SpinFrame_12612_032_2400x1800_nologo.png?downsize=750:*,0.0,0.0,4,97,871,1,2,752
buick,regal-sportback,2019,Regal Sportback GS Sedan 4D,Gas,AWD,19,27,22,Automatic,21948,18702,https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/12612/2019-Buick-Regal%20Sportback-360SpinFrame_12612_032_2400x1800_nologo.png?downsize=750:*,0.0,0.0,4,97,872,1,1,752
buick,envision,2019,Envision Sport Utility 4D,Gas,FWD,22,29,25,Automatic,15768,18258,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12824/2019-Buick-Envision-front_12824_032_1822x872_GB8_cropped.png?downsize=750:*,0.0,4.6,4,93,865,1,2,753
buick,envision,2019,Envision Preferred Sport Utility 4D,Gas,FWD,22,29,25,Automatic,16217,18258,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12824/2019-Buick-Envision-front_12824_032_1822x872_GB8_cropped.png?downsize=750:*,0.0,4.6,4,93,854,1,2,753
buick,envision,2019,Envision Essence Sport Utility 4D,Gas,FWD,22,29,25,Automatic,18258,18258,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12824/2019-Buick-Envision-front_12824_032_1822x872_GB8_cropped.png?downsize=750:*,0.0,4.6,4,93,855,1,2,753
buick,envision,2019,Envision Premium Sport Utility 4D,Gas,AWD,20,25,22,Automatic,19709,18258,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12824/2019-Buick-Envision-front_12824_032_1822x872_GB8_cropped.png?downsize=750:*,0.0,4.6,4,93,866,1,1,753
buick,envision,2019,Envision Premium II Sport Utility 4D,Gas,AWD,20,25,22,Automatic,21167,18258,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12824/2019-Buick-Envision-front_12824_032_1822x872_GB8_cropped.png?downsize=750:*,0.0,4.6,4,93,867,1,1,753
buick,regal-tourx,2019,Regal TourX Wagon 4D,Gas,AWD,21,29,24,Automatic,16664,19205,https://file.kelleybluebookimages.com/kbb/base/evox/CP/13465/2019-Buick-Regal%20TourX-front_13465_032_1792x742_GB9_cropped.png?downsize=750:*,0.0,0.0,4,98,873,1,1,754
buick,regal-tourx,2019,Regal TourX Preferred Wagon 4D,Gas,AWD,21,29,24,Automatic,19205,19205,https://file.kelleybluebookimages.com/kbb/base/evox/CP/13465/2019-Buick-Regal%20TourX-front_13465_032_1792x742_GB9_cropped.png?downsize=750:*,0.0,0.0,4,98,874,1,1,754
buick,regal-tourx,2019,Regal TourX Essence Wagon 4D,Gas,AWD,21,29,24,Automatic,19850,19205,https://file.kelleybluebookimages.com/kbb/base/evox/CP/13465/2019-Buick-Regal%20TourX-front_13465_032_1792x742_GB9_cropped.png?downsize=750:*,0.0,0.0,4,98,875,1,1,754
buick,enclave,2019,D,Gas,FWD,18,26,21,Automatic,16985,19695,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12707/2019-Buick-Enclave-front_12707_032_1817x855_GPJ_cropped.png?downsize=750:*,0.0,4.4,4,94,52,1,2,755
buick,enclave,2019,D,Gas,FWD,18,26,21,Automatic,18447,19695,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12707/2019-Buick-Enclave-front_12707_032_1817x855_GPJ_cropped.png?downsize=750:*,0.0,4.4,4,94,52,1,2,755
buick,enclave,2019,D,Gas,AWD,17,25,20,Automatic,20943,19695,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12707/2019-Buick-Enclave-front_12707_032_1817x855_GPJ_cropped.png?downsize=750:*,0.0,4.4,4,94,52,1,1,755
buick,enclave,2019,D,Gas,AWD,17,25,20,Automatic,21739,19695,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12707/2019-Buick-Enclave-front_12707_032_1817x855_GPJ_cropped.png?downsize=750:*,0.0,4.4,4,94,52,1,1,755
buick,enclave,2018,D,Gas,FWD,18,26,21,Automatic,14714,17072,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12477/2018-Buick-Enclave-front_12477_032_1822x857_GAN_cropped.png?downsize=750:*,4.6,4.4,4,94,52,1,2,756
buick,enclave,2018,D,Gas,FWD,18,26,21,Automatic,15610,17072,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12477/2018-Buick-Enclave-front_12477_032_1822x857_GAN_cropped.png?downsize=750:*,4.6,4.4,4,94,52,1,2,756
buick,enclave,2018,D,Gas,AWD,17,25,20,Automatic,18535,17072,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12477/2018-Buick-Enclave-front_12477_032_1822x857_GAN_cropped.png?downsize=750:*,4.6,4.4,4,94,52,1,1,756
buick,enclave,2018,D,Gas,AWD,17,25,20,Automatic,18870,17072,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12477/2018-Buick-Enclave-front_12477_032_1822x857_GAN_cropped.png?downsize=750:*,4.6,4.4,4,94,52,1,1,756
buick,cascada,2018,Cascada Premium Convertible 2D,Gas,FWD,21,29,24,Automatic,15687,16294,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12743/2018-Buick-Cascada-front_12743_032_1804x743_GDX_cropped.png?downsize=750:*,4.1,4.7,4,99,876,1,2,757
buick,cascada,2018,Cascada 1SV Convertible 2D,Gas,FWD,21,29,24,Automatic,16294,16294,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12743/2018-Buick-Cascada-front_12743_032_1804x743_GDX_cropped.png?downsize=750:*,4.1,4.7,4,99,877,1,2,757
buick,cascada,2018,Cascada Sport Touring Convertible 2D,Gas,FWD,21,29,24,Automatic,18378,16294,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12743/2018-Buick-Cascada-front_12743_032_1804x743_GDX_cropped.png?downsize=750:*,4.1,4.7,4,99,878,1,2,757
buick,encore,2018,Encore Essence Sport Utility 4D,Gas,FWD,27,33,30,Automatic,9611,11008,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11523/2018-Buick-Encore-front_11523_032_1847x956_GQM_cropped.png?downsize=750:*,4.0,4.0,4,96,886,1,2,758
buick,encore,2018,Encore Preferred Sport Utility 4D,Gas,FWD,27,33,30,Automatic,10651,11008,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11523/2018-Buick-Encore-front_11523_032_1847x956_GQM_cropped.png?downsize=750:*,4.0,4.0,4,96,863,1,2,758
buick,encore,2018,Encore Preferred II Sport Utility 4D,Gas,FWD,27,33,30,Automatic,10823,11008,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11523/2018-Buick-Encore-front_11523_032_1847x956_GQM_cropped.png?downsize=750:*,4.0,4.0,4,96,887,1,2,758
buick,encore,2018,Encore Sport Touring Sport Utility 4D,Gas,FWD,27,33,30,Automatic,11194,11008,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11523/2018-Buick-Encore-front_11523_032_1847x956_GQM_cropped.png?downsize=750:*,4.0,4.0,4,96,888,1,2,758
buick,encore,2018,Encore Sport Utility 4D,Gas,FWD,27,33,30,Automatic,11827,11008,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11523/2018-Buick-Encore-front_11523_032_1847x956_GQM_cropped.png?downsize=750:*,4.0,4.0,4,96,864,1,2,758
buick,encore,2018,Encore Premium Sport Utility 4D,Gas,FWD,27,33,30,Automatic,12285,11008,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11523/2018-Buick-Encore-front_11523_032_1847x956_GQM_cropped.png?downsize=750:*,4.0,4.0,4,96,889,1,2,758
buick,lacrosse,2018,LaCrosse Essence Sedan 4D,Gas,FWD,21,30,24,Automatic,16836,17098,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11502/2018-Buick-LaCrosse-front_11502_032_1805x729_GMU_cropped.png?downsize=750:*,3.9,4.5,4,100,881,1,2,759
buick,lacrosse,2018,LaCrosse 1SV Sedan 4D,Gas,FWD,25,35,29,Automatic,17088,17098,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11502/2018-Buick-LaCrosse-front_11502_032_1805x729_GMU_cropped.png?downsize=750:*,3.9,4.5,4,100,890,1,2,759
buick,lacrosse,2018,LaCrosse Premium Sedan 4D,Gas,FWD,21,30,24,Automatic,17098,17098,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11502/2018-Buick-LaCrosse-front_11502_032_1805x729_GMU_cropped.png?downsize=750:*,3.9,4.5,4,100,883,1,2,759
buick,lacrosse,2018,LaCrosse Preferred Sedan 4D,Gas,FWD,21,30,24,Automatic,17935,17098,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11502/2018-Buick-LaCrosse-front_11502_032_1805x729_GMU_cropped.png?downsize=750:*,3.9,4.5,4,100,880,1,2,759
buick,lacrosse,2018,LaCrosse Avenir Sedan 4D,Gas,FWD,21,30,24,Automatic,22704,17098,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11502/2018-Buick-LaCrosse-front_11502_032_1805x729_GMU_cropped.png?downsize=750:*,3.9,4.5,4,100,884,1,2,759
buick,envision,2018,Envision Sport Utility 4D,Gas,FWD,22,29,25,Automatic,12131,14380,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11451/2018-Buick-Envision-front_11451_032_1823x882_GAZ_cropped.png?downsize=750:*,3.7,4.6,4,93,865,1,2,760
buick,envision,2018,Envision Preferred Sport Utility 4D,Gas,FWD,22,29,25,Automatic,14018,14380,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11451/2018-Buick-Envision-front_11451_032_1823x882_GAZ_cropped.png?downsize=750:*,3.7,4.6,4,93,854,1,2,760
buick,envision,2018,Envision Essence Sport Utility 4D,Gas,FWD,22,29,25,Automatic,14380,14380,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11451/2018-Buick-Envision-front_11451_032_1823x882_GAZ_cropped.png?downsize=750:*,3.7,4.6,4,93,855,1,2,760
buick,envision,2018,Envision Premium Sport Utility 4D,Gas,AWD,20,26,22,Automatic,17189,14380,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11451/2018-Buick-Envision-front_11451_032_1823x882_GAZ_cropped.png?downsize=750:*,3.7,4.6,4,93,866,1,1,760
buick,envision,2018,Envision Premium II Sport Utility 4D,Gas,AWD,20,26,22,Automatic,18577,14380,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11451/2018-Buick-Envision-front_11451_032_1823x882_GAZ_cropped.png?downsize=750:*,3.7,4.6,4,93,867,1,1,760
buick,regal-sportback,2018,Regal Sportback Preferred Sedan 4D,Gas,FWD,22,32,26,Automatic,13333,13858,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12612/2018-Buick-Regal%20Sportback-front_12612_032_1807x745_GB9_cropped.png?downsize=750:*,0.0,0.0,4,97,869,1,2,761
buick,regal-sportback,2018,Regal Sportback Sedan 4D,Gas,FWD,22,32,26,Automatic,13360,13858,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12612/2018-Buick-Regal%20Sportback-front_12612_032_1807x745_GB9_cropped.png?downsize=750:*,0.0,0.0,4,97,868,1,2,761
buick,regal-sportback,2018,Regal Sportback Preferred ll Sedan 4D,Gas,FWD,22,32,26,Automatic,13858,13858,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12612/2018-Buick-Regal%20Sportback-front_12612_032_1807x745_GB9_cropped.png?downsize=750:*,0.0,0.0,4,97,885,1,2,761
buick,regal-sportback,2018,Regal Sportback Essence Sedan 4D,Gas,FWD,22,32,26,Automatic,19101,13858,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12612/2018-Buick-Regal%20Sportback-front_12612_032_1807x745_GB9_cropped.png?downsize=750:*,0.0,0.0,4,97,870,1,2,761
buick,regal-sportback,2018,Regal Sportback GS Sedan 4D,Gas,AWD,19,27,22,Automatic,21183,13858,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12612/2018-Buick-Regal%20Sportback-front_12612_032_1807x745_GB9_cropped.png?downsize=750:*,0.0,0.0,4,97,872,1,1,761
buick,regal-tourx,2018,Regal TourX Wagon 4D,Gas,AWD,21,29,24,Automatic,15174,17570,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12646/2018-Buick-Regal%20TourX-front_12646_032_1799x751_GAZ_cropped.png?downsize=750:*,0.0,0.0,4,98,873,1,1,762
buick,regal-tourx,2018,Regal TourX Essence Wagon 4D,Gas,AWD,21,29,24,Automatic,17570,17570,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12646/2018-Buick-Regal%20TourX-front_12646_032_1799x751_GAZ_cropped.png?downsize=750:*,0.0,0.0,4,98,875,1,1,762
buick,regal-tourx,2018,Regal TourX Preferred Wagon 4D,Gas,AWD,21,29,24,Automatic,18372,17570,https://file.kelleybluebookimages.com/kbb/base/evox/CP/12646/2018-Buick-Regal%20TourX-front_12646_032_1799x751_GAZ_cropped.png?downsize=750:*,0.0,0.0,4,98,874,1,1,762
buick,enclave,2017,Enclave Convenience Sport Utility 4D,Gas,FWD,15,22,18,Automatic,11417,12290,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11414/2017-Buick-Enclave-front_11414_032_1834x884_17U_cropped.png?downsize=750:*,4.3,4.4,4,94,891,1,2,763
buick,enclave,2017,Enclave Leather Sport Utility 4D,Gas,FWD,15,22,18,Automatic,12290,12290,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11414/2017-Buick-Enclave-front_11414_032_1834x884_17U_cropped.png?downsize=750:*,4.3,4.4,4,94,892,1,2,763
buick,enclave,2017,Enclave Premium Sport Utility 4D,Gas,AWD,15,22,17,Automatic,15102,12290,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11414/2017-Buick-Enclave-front_11414_032_1834x884_17U_cropped.png?downsize=750:*,4.3,4.4,4,94,858,1,1,763
buick,verano,2017,Verano Sedan 4D,Gas,FWD,21,31,24,Automatic,11308,11817,https://file.kelleybluebookimages.com/kbb/base/evox/CP/10635/2017-Buick-Verano-front_10635_032_1797x784_GB8_cropped.png?downsize=750:*,4.2,4.5,4,101,893,1,2,764
buick,verano,2017,Verano Sport Touring Sedan 4D,Gas,FWD,21,31,24,Automatic,11817,11817,https://file.kelleybluebookimages.com/kbb/base/evox/CP/10635/2017-Buick-Verano-front_10635_032_1797x784_GB8_cropped.png?downsize=750:*,4.2,4.5,4,101,894,1,2,764
buick,verano,2017,Verano Leather Group Sedan 4D,Gas,FWD,21,31,24,Automatic,13876,11817,https://file.kelleybluebookimages.com/kbb/base/evox/CP/10635/2017-Buick-Verano-front_10635_032_1797x784_GB8_cropped.png?downsize=750:*,4.2,4.5,4,101,895,1,2,764
buick,cascada,2017,Cascada 1SV Convertible 2D,Gas,FWD,20,27,23,Automatic,14040,14864,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11711/2017-Buick-Cascada-front_11711_032_1808x750_GG7_cropped.png?downsize=750:*,4.1,4.7,4,99,877,1,2,765
buick,cascada,2017,Cascada Premium Convertible 2D,Gas,FWD,20,27,23,Automatic,14864,14864,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11711/2017-Buick-Cascada-front_11711_032_1808x750_GG7_cropped.png?downsize=750:*,4.1,4.7,4,99,876,1,2,765
buick,cascada,2017,Cascada Sport Touring Convertible 2D,Gas,FWD,20,27,23,Automatic,16662,14864,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11711/2017-Buick-Cascada-front_11711_032_1808x750_GG7_cropped.png?downsize=750:*,4.1,4.7,4,99,878,1,2,765
buick,encore,2017,Encore Preferred Sport Utility 4D,Gas,FWD,25,33,28,Automatic,7981,8773,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11523/2017-Buick-Encore-front_11523_032_1847x956_GQM_cropped.png?downsize=750:*,4.0,4.0,4,96,863,1,2,766
buick,encore,2017,Encore Preferred II Sport Utility 4D,Gas,FWD,25,33,28,Automatic,8028,8773,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11523/2017-Buick-Encore-front_11523_032_1847x956_GQM_cropped.png?downsize=750:*,4.0,4.0,4,96,887,1,2,766
buick,encore,2017,Encore Sport Touring Sport Utility 4D,Gas,FWD,25,33,28,Automatic,8634,8773,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11523/2017-Buick-Encore-front_11523_032_1847x956_GQM_cropped.png?downsize=750:*,4.0,4.0,4,96,888,1,2,766
buick,encore,2017,Encore Essence Sport Utility 4D,Gas,FWD,25,33,28,Automatic,8912,8773,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11523/2017-Buick-Encore-front_11523_032_1847x956_GQM_cropped.png?downsize=750:*,4.0,4.0,4,96,886,1,2,766
buick,encore,2017,Encore Premium Sport Utility 4D,Gas,FWD,25,33,28,Automatic,9016,8773,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11523/2017-Buick-Encore-front_11523_032_1847x956_GQM_cropped.png?downsize=750:*,4.0,4.0,4,96,889,1,2,766
buick,encore,2017,Encore Sport Utility 4D,Gas,FWD,25,33,28,Automatic,10868,8773,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11523/2017-Buick-Encore-front_11523_032_1847x956_GQM_cropped.png?downsize=750:*,4.0,4.0,4,96,864,1,2,766
buick,lacrosse,2017,D,Gas,FWD,21,31,25,Automatic,16136,16344,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11502/2017-Buick-LaCrosse-front_11502_032_1805x729_GC8_cropped.png?downsize=750:*,4.0,4.5,4,100,52,1,2,767
buick,lacrosse,2017,D,Gas,FWD,21,31,25,Automatic,16315,16344,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11502/2017-Buick-LaCrosse-front_11502_032_1805x729_GC8_cropped.png?downsize=750:*,4.0,4.5,4,100,52,1,2,767
buick,lacrosse,2017,D,Gas,FWD,21,31,25,Automatic,16374,16344,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11502/2017-Buick-LaCrosse-front_11502_032_1805x729_GC8_cropped.png?downsize=750:*,4.0,4.5,4,100,52,1,2,767
buick,lacrosse,2017,D,Gas,FWD,21,31,25,Automatic,16561,16344,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11502/2017-Buick-LaCrosse-front_11502_032_1805x729_GC8_cropped.png?downsize=750:*,4.0,4.5,4,100,52,1,2,767
buick,regal,2017,Regal Sport Touring Sedan 4D,Gas,FWD,21,29,24,Automatic,10796,11897,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11539/2017-Buick-Regal-front_11539_032_1780x762_GAZ_cropped.png?downsize=750:*,3.7,4.4,4,102,896,1,2,768
buick,regal,2017,Regal Sedan 4D,Gas,AWD,19,27,22,Automatic,11821,11897,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11539/2017-Buick-Regal-front_11539_032_1780x762_GAZ_cropped.png?downsize=750:*,3.7,4.4,4,102,897,1,1,768
buick,regal,2017,Regal Premium II Sedan 4D,Gas,FWD,21,29,24,Automatic,11897,11897,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11539/2017-Buick-Regal-front_11539_032_1780x762_GAZ_cropped.png?downsize=750:*,3.7,4.4,4,102,898,1,2,768
buick,regal,2017,Regal 1SV Sedan 4D,Gas,FWD,19,30,23,Automatic,12139,11897,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11539/2017-Buick-Regal-front_11539_032_1780x762_GAZ_cropped.png?downsize=750:*,3.7,4.4,4,102,899,1,2,768
buick,regal,2017,Regal GS Sedan 4D,Gas,FWD,21,29,24,Automatic,13750,11897,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11539/2017-Buick-Regal-front_11539_032_1780x762_GAZ_cropped.png?downsize=750:*,3.7,4.4,4,102,900,1,2,768
buick,envision,2017,Envision Sport Utility 4D,Gas,FWD,22,29,25,Automatic,11019,13123,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11503/2017-Buick-Envision-front_11503_032_1822x876_GWX_cropped.png?downsize=750:*,3.7,4.6,4,93,865,1,2,769
buick,envision,2017,Envision Preferred Sport Utility 4D,Gas,FWD,22,29,25,Automatic,11557,13123,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11503/2017-Buick-Envision-front_11503_032_1822x876_GWX_cropped.png?downsize=750:*,3.7,4.6,4,93,854,1,2,769
buick,envision,2017,Envision Essence Sport Utility 4D,Gas,FWD,22,29,25,Automatic,13123,13123,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11503/2017-Buick-Envision-front_11503_032_1822x876_GWX_cropped.png?downsize=750:*,3.7,4.6,4,93,855,1,2,769
buick,envision,2017,Envision Premium I Sport Utility 4D,Gas,AWD,20,26,22,Automatic,14367,13123,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11503/2017-Buick-Envision-front_11503_032_1822x876_GWX_cropped.png?downsize=750:*,3.7,4.6,4,93,901,1,1,769
buick,envision,2017,Envision Premium II Sport Utility 4D,Gas,AWD,20,26,22,Automatic,15761,13123,https://file.kelleybluebookimages.com/kbb/base/evox/CP/11503/2017-Buick-Envision-front_11503_032_1822x876_GWX_cropped.png?downsize=750:*,3.7,4.6,4,93,867,1,1,769
buick,enclave,2016,Enclave Convenience Sport Utility 4D,Gas,FWD,15,22,18,Automatic,10353,11248,https://file.kelleybluebookimages.com/kbb/base/evox/CP/10634/2016-Buick-Enclave-front_10634_032_1839x885_GXG_cropped.png?downsize=750:*,4.3,4.4,4,94,891,1,2,770
buick,enclave,2016,Enclave Leather Sport Utility 4D,Gas,FWD,15,22,18,Automatic,11248,11248,https://file.kelleybluebookimages.com/kbb/base/evox/CP/10634/2016-Buick-Enclave-front_10634_032_1839x885_GXG_cropped.png?downsize=750:*,4.3,4.4,4,94,892,1,2,770
buick,enclave,2016,Enclave Premium Sport Utility 4D,Gas,AWD,15,22,17,Automatic,12151,11248,https://file.kelleybluebookimages.com/kbb/base/evox/CP/10634/2016-Buick-Enclave-front_10634_032_1839x885_GXG_cropped.png?downsize=750:*,4.3,4.4,4,94,858,1,1,770
buick,verano,2016,Verano Sedan 4D,Gas,FWD,21,32,25,Automatic,8448,9674,https://file.kelleybluebookimages.com/kbb/base/evox/CP/10783/2016-Buick-Verano-front_10783_032_1786x779_GAZ_cropped.png?downsize=750:*,4.2,4.5,4,101,893,1,2,771
